Drug Groups,Name,SMILES,approved,experimental,illicit,investigational,nutraceutical,vet_approved,withdrawn
"['approved', 'investigational']",Pentafluoropropane,FC(F)CC(F)(F)F,1,0,0,1,0,0,0
['investigational'],Paquinimod,CCN(C(=O)C1=C(O)C2=C(CC)C=CC=C2N(C)C1=O)C1=CC=CC=C1,0,0,0,1,0,0,0
['investigational'],GSK-364735,CN1C(=O)C(C(=O)NCCO)=C(O)C2=NC=C(CC3=CC=C(F)C=C3)C=C12,0,0,0,1,0,0,0
['investigational'],Deferitazole,COCCOCCOCCOC1=C(O)C(=CC=C1)C1=N[C@](C)(CS1)C(O)=O,0,0,0,1,0,0,0
['investigational'],Hydroxypropyl tetrahydropyrantriol,CC(O)C[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,0,0,0,1,0,0,0
['investigational'],Trabodenoson,O[C@@H]1[C@@H](CO[N+]([O-])=O)O[C@H]([C@@H]1O)N1C=NC2=C(NC3CCCC3)N=CN=C12,0,0,0,1,0,0,0
['investigational'],OTX-008,CN(C)CCNC(=O)COC1=C2CC3=CC=CC(CC4=CC=CC(CC5=C(OCC(=O)NCCN(C)C)C(CC1=CC=C2)=CC=C5)=C4OCC(=O)NCCN(C)C)=C3OCC(=O)NCCN(C)C,0,0,0,1,0,0,0
['investigational'],Troxerutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(OCCO)=CC(O)=C4C3=O)C3=CC(OCCO)=C(OCCO)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,0,0,1,0,0,0
"['approved', 'investigational']",Lusutrombopag,CCCCCCO[C@@H](C)C1=C(OC)C(=CC=C1)C1=CSC(NC(=O)C2=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C2)=N1,1,0,0,1,0,0,0
['investigational'],BMS-986115,CC1=CC=CC2=C1NC(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C2C1=CC=CC(F)=C1,0,0,0,1,0,0,0
['investigational'],Trimegestone,C[C@H](O)C(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@]12C,0,0,0,1,0,0,0
['investigational'],Artemisinin,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)C(=O)O[C@]3([H])O[C@@]4(C)CC[C@]1([H])[C@@]23OO4,0,0,0,1,0,0,0
['investigational'],Fluorine F-18,[18F],0,0,0,1,0,0,0
['investigational'],AGN-201904,COC1=CC2=C(C=C1)N(C(=N2)S(=O)CC1=NC=C(C)C(OC)=C1C)S(=O)(=O)C1=CC=C(OCC(O)=O)C=C1,0,0,0,1,0,0,0
"['approved', 'investigational']",Fluindione,FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,1,0,0,1,0,0,0
['investigational'],PM-060184,COC1=CC[C@H](OC1=O)[C@@H](C)\C=C(/C)\C=C/C=C\C(=O)N[C@H](C(=O)N\C=C/C[C@H](C\C=C/C)OC(N)=O)C(C)(C)C,0,0,0,1,0,0,0
['investigational'],Neladenoson bialanate,C[C@H](N)C(=O)N[C@@H](C)C(=O)OCCOC1=CC=C(C=C1)C1=C(C#N)C(=NC(SCC2=CSC(=N2)C2=CC=C(Cl)C=C2)=C1C#N)N1CCCC1,0,0,0,1,0,0,0
"['approved', 'investigational']",Levosalbutamol,CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1,1,0,0,1,0,0,0
"['experimental', 'investigational']",Ambroxol acefyllinate,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O.NC1=C(Br)C=C(Br)C=C1CN[C@H]1CC[C@H](O)CC1,0,1,0,1,0,0,0
['approved'],Calcium glubionate anhydrous,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Ca]OC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,1,0,0,0,0,0,0
['experimental'],Methallenestril,CC[C@H](C1=CC=C2C=C(OC)C=CC2=C1)C(C)(C)C(O)=O,0,1,0,0,0,0,0
"['approved', 'investigational']",Nedaplatin,[H][N]([H])([H])[Pt]1(OCC(=O)O1)[N]([H])([H])[H],1,0,0,1,0,0,0
['approved'],Fluciclovine (18F),N[C@]1(C[C@H]([18F])C1)C(O)=O,1,0,0,0,0,0,0
"['approved', 'experimental']",Levomenol,[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C,1,1,0,0,0,0,0
['approved'],Parachlorophenol,OC1=CC=C(Cl)C=C1,1,0,0,0,0,0,0
['approved'],Esculin,OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O,1,0,0,0,0,0,0
['approved'],Inosine pranobex,C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O,1,0,0,0,0,0,0
"['approved', 'experimental']",Sodium lauryl sulfoacetate,[Na+].CCCCCCCCCCCCOC(=O)CS([O-])(=O)=O,1,1,0,0,0,0,0
['approved'],Clobetasone,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1,0,0,0,0,0,0
['illicit'],Alphaprodine,CCC(=O)O[C@]1(CCN(C)C[C@H]1C)C1=CC=CC=C1,0,0,1,0,0,0,0
"['approved', 'experimental']",Terpin hydrate,O.CC(C)(O)[C@H]1CC[C@@](C)(O)CC1,1,1,0,0,0,0,0
['investigational'],Olmutinib,CN1CCN(CC1)C1=CC=C(NC2=NC(OC3=CC=CC(NC(=O)C=C)=C3)=C3SC=CC3=N2)C=C1,0,0,0,1,0,0,0
['experimental'],Ripasudil,C[C@H]1CNCCCN1S(=O)(=O)C1=C2C(F)=CN=CC2=CC=C1,0,1,0,0,0,0,0
['approved'],Zofenopril,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N1C[C@H](C[C@H]1C(O)=O)SC1=CC=CC=C1,1,0,0,0,0,0,0
"['approved', 'withdrawn']",Alclofenac,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,1,0,0,0,0,0,1
"['experimental', 'investigational']",Nandrolone,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],0,1,0,1,0,0,0
"['approved', 'investigational']",Plecanatide,[H][C@@]12CSSC[C@H](NC(=O)CNC(=O)[C@@]([H])(NC(=O)[C@]([H])(CSSC[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N1)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC2=O)C(C)C)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(O)=O,1,0,0,1,0,0,0
['experimental'],Glyceryl 1-oleate,[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)OCC(O)CO,0,1,0,0,0,0,0
['experimental'],Rhein,OC(=O)C1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O,0,1,0,0,0,0,0
['experimental'],Rheinanthrone,OC(=O)C1=CC(O)=C2C(CC3=C(C(O)=CC=C3)C2=O)=C1,0,1,0,0,0,0,0
['experimental'],4-methylumbelliferyl beta-D-glucoside,CC1=CC(=O)OC2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC=C12,0,1,0,0,0,0,0
"['approved', 'investigational', 'withdrawn']",Inositol,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,1,0,0,1,0,0,1
['approved'],Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,1,0,0,0,0,0,0
"['approved', 'investigational']",Gluconic Acid,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,1,0,0,1,0,0,0
['experimental'],Methylbenactyzium,CC[N+](C)(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,0,1,0,0,0,0,0
['experimental'],Daidzein,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,0,1,0,0,0,0,0
['experimental'],Technetium Tc-99m etifenin,[98Tc].CCC1=CC=CC(CC)=C1NC(=O)CN(CC(O)=O)CC(O)=O.CCC1=CC=CC(CC)=C1\N=C(/[O-])CN(CC([O-])=O)CC([O-])=O,0,1,0,0,0,0,0
['experimental'],Oxabolone cipionate,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(O)C(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C)OC(=O)CCC1CCCC1,0,1,0,0,0,0,0
['experimental'],Ethacridine,CCOC1=CC2=C(NC3=C(C=CC(N)=C3)C2=N)C=C1,0,1,0,0,0,0,0
['nutraceutical'],Phosphocreatine,CN(CC(O)=O)C(=N)NP(O)(O)=O,0,0,0,0,1,0,0
['experimental'],Piprozolin,[H]\C(C(=O)OCC)=C1\SC(N2CCCCC2)C(=O)N1CC,0,1,0,0,0,0,0
['experimental'],Bamifylline,CCN(CCO)CCN1C(CC2=CC=CC=C2)=NC2=C1C(=O)N(C)C(=O)N2C,0,1,0,0,0,0,0
['experimental'],Dimethyl carbate,COC(=O)[C@H]1[C@@H]2C[C@@H](C=C2)[C@H]1C(=O)OC,0,1,0,0,0,0,0
['experimental'],Teclozan,CCOCCN(CC1=CC=C(CN(CCOCC)C(=O)C(Cl)Cl)C=C1)C(=O)C(Cl)Cl,0,1,0,0,0,0,0
['experimental'],Bamethan,CCCCNCC(O)C1=CC=C(O)C=C1,0,1,0,0,0,0,0
['investigational'],Arginine glutamate,N[C@@H](CCC(O)=O)C(O)=O.N[C@@H](CCCNC(N)=N)C(O)=O,0,0,0,1,0,0,0
['experimental'],Prednylidene,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC(=C)[C@]2(O)C(=O)CO,0,1,0,0,0,0,0
['approved'],Bismuth subnitrate,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[O--].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,1,0,0,0,0,0,0
['experimental'],Sodium chlorite,[Na+].[O-][Cl]=O,0,1,0,0,0,0,0
['approved'],Guanoxan,NC(=N)NCC1COC2=C(O1)C=CC=C2,1,0,0,0,0,0,0
['experimental'],Phenolsulfonphthalein,OC1=CC=C(C=C1)C1(OS(=O)(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,0,1,0,0,0,0,0
['approved'],Butaperazine,CCCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,1,0,0,0,0,0,0
['experimental'],Sulfadicramide,CC(C)=CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,0,1,0,0,0,0,0
['experimental'],Sulfobromophthalein,OC1=CC=C(C=C1S(O)(=O)=O)C1(OC(=O)C2=C1C(Br)=C(Br)C(Br)=C2Br)C1=CC(=C(O)C=C1)S(O)(=O)=O,0,1,0,0,0,0,0
['approved'],Oxolamine,CCN(CC)CCC1=NC(=NO1)C1=CC=CC=C1,1,0,0,0,0,0,0
['experimental'],Fentiazac,OC(=O)CC1=C(N=C(S1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1,0,1,0,0,0,0,0
['approved'],Mandelic acid,OC(C(O)=O)C1=CC=CC=C1,1,0,0,0,0,0,0
['approved'],Medifoxamine,CN(C)CC(OC1=CC=CC=C1)OC1=CC=CC=C1,1,0,0,0,0,0,0
['experimental'],Ferrous aspartate,[Fe++].N[C@@H](CC([O-])=O)C([O-])=O,0,1,0,0,0,0,0
['approved'],Apronalide,CC(C)C(CC=C)C(=O)NC(N)=O,1,0,0,0,0,0,0
['approved'],Tilbroquinol,CC1=C2C=CC=NC2=C(O)C(Br)=C1,1,0,0,0,0,0,0
['experimental'],Fluocortin,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)C(O)=O,0,1,0,0,0,0,0
['experimental'],Piperidione,CCC1(CC)C(=O)CCNC1=O,0,1,0,0,0,0,0
['approved'],Dibenzepin,CN(C)CCN1C2=CC=CC=C2N(C)C2=CC=CC=C2C1=O,1,0,0,0,0,0,0
['experimental'],Acetylleucine,CC(C)CC(NC(C)=O)C(O)=O,0,1,0,0,0,0,0
['experimental'],Tribenoside,CCOC1O[C@H]([C@@H](COCC2=CC=CC=C2)OCC2=CC=CC=C2)[C@H](OCC2=CC=CC=C2)[C@H]1O,0,1,0,0,0,0,0
"['approved', 'withdrawn']",Flosequinan,CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O,1,0,0,0,0,0,1
['experimental'],Enibomal,CC(C)C1(CC(Br)=C)C(=O)NC(=O)N(C)C1=O,0,1,0,0,0,0,0
['experimental'],Gestonorone,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],0,1,0,0,0,0,0
"['approved', 'investigational', 'vet_approved']",Calcium lactate,[Ca++].CC(O)C([O-])=O.CC(O)C([O-])=O,1,0,0,1,0,1,0
['experimental'],Suxibuzone,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,0,1,0,0,0,0,0
['experimental'],Alaproclate,CC(N)C(=O)OC(C)(C)CC1=CC=C(Cl)C=C1,0,1,0,0,0,0,0
['experimental'],Propanidid,CCCOC(=O)CC1=CC(OC)=C(OCC(=O)N(CC)CC)C=C1,0,1,0,0,0,0,0
['approved'],Perboric acid,OOB=O,1,0,0,0,0,0,0
['experimental'],Stibophen,O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+].[Na+].[Sb+3].[O-]C1=C([O-])C(=CC(=C1)S([O-])(=O)=O)S([O-])(=O)=O.[O-]C1=C([O-])C(=CC(=C1)S([O-])(=O)=O)S([O-])(=O)=O,0,1,0,0,0,0,0
['experimental'],Clofoctol,CC(C)(C)CC(C)(C)C1=CC=C(O)C(CC2=C(Cl)C=C(Cl)C=C2)=C1,0,1,0,0,0,0,0
['experimental'],Tuaminoheptane,CCCCCC(C)N,0,1,0,0,0,0,0
['experimental'],Neltenexine,O[C@H]1CC[C@@H](CC1)NCC1=CC(Br)=CC(Br)=C1NC(=O)C1=CC=CS1,0,1,0,0,0,0,0
['experimental'],Cymarin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4(O)C[C@H](CC[C@]4(C=O)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](OC)[C@H](O)[C@@H](C)O1)C1=CC(=O)OC1,0,1,0,0,0,0,0
['experimental'],Bucladesine,CCCC(=O)NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1OC(=O)CCC,0,1,0,0,0,0,0
['experimental'],Tiazofurine,NC(=O)C1=CSC(=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0,1,0,0,0,0,0
['experimental'],Aminomethylbenzoic acid,NCC1=CC=C(C=C1)C(O)=O,0,1,0,0,0,0,0
"['approved', 'experimental']",Thiram,CN(C)C(=S)SSC(=S)N(C)C,1,1,0,0,0,0,0
['approved'],Quinupramine,C1CN2CCC1C(C2)N1C2=CC=CC=C2CCC2=CC=CC=C12,1,0,0,0,0,0,0
['approved'],Pramiracetam,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,1,0,0,0,0,0,0
['approved'],Phthalylsulfathiazole,OC(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,1,0,0,0,0,0,0
['approved'],Magnesium silicate,[O--].[O--].[O--].[Mg++].[Si+4],1,0,0,0,0,0,0
['experimental'],Methylmethionine chloride,[Cl-].C[S+](C)CC[C@H](N)C(O)=O,0,1,0,0,0,0,0
['experimental'],Octopamine,NCC(O)C1=CC=C(O)C=C1,0,1,0,0,0,0,0
['experimental'],Tropatepine,CN1[C@H]2CC[C@@H]1CC(C2)=C1C2=CC=CC=C2CSC2=C1C=CC=C2,0,1,0,0,0,0,0
['approved'],Proxibarbal,CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O,1,0,0,0,0,0,0
['experimental'],Prifinium,CC[N+]1(CC)CCC(C1C)=C(C1=CC=CC=C1)C1=CC=CC=C1,0,1,0,0,0,0,0
"['experimental', 'investigational']",Propatyl nitrate,CCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,0,1,0,1,0,0,0
['approved'],Clothiapine,CN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=C(Cl)C=C2,1,0,0,0,0,0,0
['approved'],Ferrous sulfate anhydrous,[Fe++].[O-]S([O-])(=O)=O,1,0,0,0,0,0,0
['approved'],Etofamide,CCOCCN(CC1=CC=C(OC2=CC=C(C=C2)[N+]([O-])=O)C=C1)C(=O)C(Cl)Cl,1,0,0,0,0,0,0
"['approved', 'experimental', 'investigational']",Ethyl chloride,CCCl,1,1,0,1,0,0,0
"['experimental', 'investigational']",Sitafloxacin,O.O.O.N[C@@H]1CN(CC11CC1)C1=C(F)C=C2C(=O)C(=CN([C@@H]3C[C@@H]3F)C2=C1Cl)C(O)=O.N[C@@H]1CN(CC11CC1)C1=C(F)C=C2C(=O)C(=CN([C@@H]3C[C@@H]3F)C2=C1Cl)C(O)=O,0,1,0,1,0,0,0
['approved'],Aceclidine,CC(=O)OC1CN2CCC1CC2,1,0,0,0,0,0,0
['experimental'],Penimepicycline,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O.[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(=O)NCN1CCN(CCO)CC1)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,0,1,0,0,0,0,0
['approved'],Hexobendine,COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN(C)CCN(C)CCCOC(=O)C1=CC(OC)=C(OC)C(OC)=C1,1,0,0,0,0,0,0
['experimental'],Cefatrizine,[H][C@@]1(NC(=O)[C@H](N)C2=CC=C(O)C=C2)C(=O)N2C(C(O)=O)=C(CSC3=CNN=N3)CS[C@]12[H],0,1,0,0,0,0,0
['approved'],Ritiometan,OC(=O)CSC(SCC(O)=O)SCC(O)=O,1,0,0,0,0,0,0
"['approved', 'withdrawn']",Acetarsol,CC(=O)NC1=CC(=CC=C1O)[As](O)(O)=O,1,0,0,0,0,0,1
['approved'],Dichlorobenzyl alcohol,OCC1=C(Cl)C=C(Cl)C=C1,1,0,0,0,0,0,0
['approved'],Dibekacin,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,1,0,0,0,0,0,0
['experimental'],Meladrazine,CCN(CC)C1=NC(=NN)N=C(N1)N(CC)CC,0,1,0,0,0,0,0
['approved'],Sultopride,CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC,1,0,0,0,0,0,0
['approved'],Micronomicin,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,1,0,0,0,0,0,0
['experimental'],Clorindione,ClC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,0,1,0,0,0,0,0
['experimental'],Idanpramine,COC1=CC=C(C=C1)C1(NC(=O)N(CCN2CCCCC2)C1=O)C1=CC=C(OC)C=C1,0,1,0,0,0,0,0
"['approved', 'withdrawn']",Benziodarone,CCC1=C(C(=O)C2=CC(I)=C(O)C(I)=C2)C2=CC=CC=C2O1,1,0,0,0,0,0,1
"['approved', 'withdrawn']",Bucetin,CCOC1=CC=C(NC(=O)CC(C)O)C=C1,1,0,0,0,0,0,1
"['approved', 'withdrawn']",Carbocromen,CCOC(=O)COC1=CC2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2,1,0,0,0,0,0,1
['experimental'],Aluminium acetoacetate,[Al+3].CC(=O)CC([O-])=O.CC(=O)CC([O-])=O.CC(=O)CC([O-])=O,0,1,0,0,0,0,0
['experimental'],Benzododecinium,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,0,1,0,0,0,0,0
['experimental'],Sulfaisodimidine,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(C)=N1,0,1,0,0,0,0,0
['approved'],Meticrane,CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2,1,0,0,0,0,0,0
['experimental'],Etilamfetamine,CCNC(C)CC1=CC=CC=C1,0,1,0,0,0,0,0
['approved'],Bumadizone,CCCCC(C(O)=O)C(=O)N(NC1=CC=CC=C1)C1=CC=CC=C1,1,0,0,0,0,0,0
['approved'],Tromantadine,CN(C)CCOCC(=O)NC12CC3CC(CC(C3)C1)C2,1,0,0,0,0,0,0
['experimental'],Rimazolium,CCOC(=O)C1=C[N+](C)=C2CCCC(C)N2C1=O,0,1,0,0,0,0,0
['experimental'],Olaflur,F.F.CCCCCCCCCCCCCCCCCCN(CCO)CCCN(CCO)CCO,0,1,0,0,0,0,0
['experimental'],Cloridarol,OC(C1=CC2=CC=CC=C2O1)C1=CC=C(Cl)C=C1,0,1,0,0,0,0,0
['approved'],Pimethixene,CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12,1,0,0,0,0,0,0
['experimental'],Azidamfenicol,OC[C@@H](NC(=O)CN=[N+]=[N-])[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,0,1,0,0,0,0,0
"['experimental', 'investigational']",Propamidine,NC(=N)C1=CC=C(OCCCOC2=CC=C(C=C2)C(N)=N)C=C1,0,1,0,1,0,0,0
['experimental'],Idrocilamide,OCCNC(=O)\C=C\C1=CC=CC=C1,0,1,0,0,0,0,0
['experimental'],Alsactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)CCN)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCCCCN,0,1,0,0,0,0,0
['experimental'],Epicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(O)=O,0,1,0,0,0,0,0
['experimental'],Febarbamate,CCCCOCC(CN1C(=O)NC(=O)C(CC)(C1=O)C1=CC=CC=C1)OC(N)=O,0,1,0,0,0,0,0
['experimental'],Triaziquone,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,0,1,0,0,0,0,0
['experimental'],Tolpropamine,CN(C)CCC(C1=CC=CC=C1)C1=CC=C(C)C=C1,0,1,0,0,0,0,0
['approved'],Chlorquinaldol,CC1=NC2=C(C=C1)C(Cl)=CC(Cl)=C2O,1,0,0,0,0,0,0
['experimental'],Proscillaridin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CCC4=C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O)C1=COC(=O)C=C1,0,1,0,0,0,0,0
['experimental'],Oxametacin,COC1=CC=C2N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C(CC(=O)NO)C2=C1,0,1,0,0,0,0,0
['experimental'],Benproperine,CC(COC1=CC=CC=C1CC1=CC=CC=C1)N1CCCCC1,0,1,0,0,0,0,0
['experimental'],Ormeloxifene,[H][C@@]1(C2=CC=C(OCCN3CCCC3)C=C2)C2=C(OC(C)(C)[C@@]1([H])C1=CC=CC=C1)C=C(OC)C=C2,0,1,0,0,0,0,0
['experimental'],Trepibutone,CCOC1=CC(OCC)=C(OCC)C=C1C(=O)CCC(O)=O,0,1,0,0,0,0,0
['investigational'],Delapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(O)=O)C1CC2=C(C1)C=CC=C2,0,0,0,1,0,0,0
['experimental'],Melevodopa,COC(=O)[C@@H](N)CC1=CC=C(O)C(O)=C1,0,1,0,0,0,0,0
['experimental'],Alminoprofen,CC(C(O)=O)C1=CC=C(NCC(C)=C)C=C1,0,1,0,0,0,0,0
['experimental'],Sobrerol,CC1=CC[C@H](C[C@@H]1O)C(C)(C)O,0,1,0,0,0,0,0
['experimental'],Ibopamine,CNCCC1=CC(OC(=O)C(C)C)=C(OC(=O)C(C)C)C=C1,0,1,0,0,0,0,0
['experimental'],Flunoxaprofen,C[C@H](C(O)=O)C1=CC=C2OC(=NC2=C1)C1=CC=C(F)C=C1,0,1,0,0,0,0,0
['experimental'],Demecolcine,[H][C@@]1(CCC2=CC(OC)=C(OC)C(OC)=C2C2=CC=C(OC)C(=O)C=C12)NC,0,1,0,0,0,0,0
['experimental'],Propenidazole,CCOC(=O)C(=C\C1=NC=C(N1C)[N+]([O-])=O)\C(C)=O,0,1,0,0,0,0,0
['experimental'],Sulfaperin,CC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,0,1,0,0,0,0,0
['experimental'],Methiodal,OS(=O)(=O)CI,0,1,0,0,0,0,0
"['approved', 'experimental', 'investigational']",Hydrotalcite,O.O.O.O.O.O.O.O.O.O.O.O.[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[O-]C([O-])=O,1,1,0,1,0,0,0
['approved'],Trichloroethylene,ClC=C(Cl)Cl,1,0,0,0,0,0,0
['experimental'],Tetrazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CCCCC1,0,1,0,0,0,0,0
['experimental'],Nifurzide,[O-][N+](=O)C1=CC=C(O1)\C=C\C=N\NC(=O)C1=CC=C(S1)[N+]([O-])=O,0,1,0,0,0,0,0
['experimental'],Euflavine,[Cl-].C[N+]1=C2C=C(N)C=CC2=CC2=C1C=C(N)C=C2,0,1,0,0,0,0,0
