INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DOBUTAMINE,Expert Validated Synonym,DTXSID3022958,DL-Dobutamine,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
Dibenzyline,Synonym from Valid Source,DTXSID0023458,Phenoxybenzamine,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1
Zileuton,Approved Name,DTXSID9023752,Zileuton,CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2
Aplenzin,Expert Validated Synonym,DTXSID7022706,Bupropion,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1
Bicalutamide,Approved Name,DTXSID2022678,Bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
Copaxone,Synonym,DTXSID30163637,Glatiramer acetate,CC(O)=O.C[C@H](N)C(O)=O.NCCCC[C@H](N)C(O)=O.N[C@@H](CCC(O)=O)C(O)=O.N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
CASPOFUNGIN ACETATE,Approved Name,DTXSID60904590,Caspofungin acetate,CC(O)=O.CC(O)=O.[H][C@@]12C[C@@H](O)CN1C(=O)C(NC(=O)[C@H](C[C@@H](O)[C@H](NCCN)NC(=O)[C@]1([H])[C@@H](O)CCN1C(=O)[C@@]([H])(NC(=O)C(NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN)NC(=O)CCCCCCCC[C@@H](C)C[C@@H](C)CC)[C@@H](C)O
Vyleesi,Synonym,DTXSID801027730,Bremelanotide acetate,CC(O)=O.CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CN=CN2)NC1=O)C(O)=O
Lupron Depot-PED,Synonym,DTXSID7049009,Leuprolide acetate,CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1
Flecainide Acetate,Approved Name,DTXSID8020626,Flecainide acetate,CC(O)=O.FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
Desmopressin Acetate,Approved Name,DTXSID4046864,Desmopressin acetate,CC(O)=O.NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O
Milrinone Lactate,Approved Name,DTXSID40881375,Milrinone lactate,CC(O)C([O-])=O.[H][N+]#CC1=CC(=C(C)NC1=O)C1=CC=NC=C1
Topotecan,Approved Name,DTXSID3042685,Topotecan,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC(O)=C(CN(C)C)C1=C3)C2=O
NOXAFIL,Expert Validated Synonym,DTXSID6049066,Posaconazole,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1
Nucynta ER,Synonym,DTXSID30170003,Tapentadol,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
Byetta,Expert Validated Synonym,DTXSID9040475,Exenatide,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O
BIVALIRUDIN,Approved Name,DTXSID00155847,Bivalirudin,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O
Levetiracetam,Approved Name,DTXSID9023207,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O
Zydelig,Synonym,DTXSID701007266,Idelalisib,CC[C@H](NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1
Clarithromycin,Approved Name,DTXSID3022829,Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC
Azithromycin,Approved Name,DTXSID8030760,Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
azithromycin,Approved Name,DTXSID8030760,Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
Azithromycin,Approved Name,DTXSID8030760,Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
Azithromycin,Approved Name,DTXSID8030760,Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
Topiramate,Approved Name,DTXSID8023688,Topiramate,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
Oxacillin,Approved Name,DTXSID8023397,Oxacillin,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1
Mefenamic Acid,Approved Name,DTXSID5023243,Mefenamic acid,CC1=C(C)C(NC2=C(C=CC=C2)C(O)=O)=CC=C1
SULINDAC,Approved Name,DTXSID4023624,Sulindac,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O
INVOKANA,Expert Validated Synonym,DTXSID601004469,Canagliflozin,CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
Risperidone,Approved Name,DTXSID8045193,Risperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Paliperidone,Approved Name,DTXSID7049059,Paliperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCCC(O)C2=N1
FARYDAK,Synonym,DTXSID40193506,Panobinostat,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1
ONGENTYS,Synonym,DTXSID601026417,Opicapone,CC1=C(Cl)C(C)=[N+]([O-])C(Cl)=C1C1=NOC(=N1)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
Lansoprazole,Approved Name,DTXSID4023200,Lansoprazole,CC1=C(CS(=O)C2=NC3=CC=CC=C3N2)N=CC=C1OCC(F)(F)F
Cephalexin,Approved Name,DTXSID9022780,Cephalexin,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O
cephalexin,Approved Name,DTXSID9022780,Cephalexin,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O
EDURANT,Synonym,DTXSID10198189,Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=NC(NC2=CC=C(C=C2)C#N)=NC=C1
etravirine,Approved Name,DTXSID30181412,Etravirine,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N
Marplan,Synonym from Valid Source,DTXSID4023171,Isocarboxazid,CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1
Choletec,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID1046891,Mebrofenin,CC1=CC(C)=C(NC(=O)CN(CC(O)=O)CC(O)=O)C(C)=C1Br
Trintellix,Synonym,DTXSID80965062,Vortioxetine,CC1=CC(C)=C(SC2=CC=CC=C2N2CCNCC2)C=C1
TUKYSA,Synonym,DTXSID601027958,Tucatinib,CC1=CC(NC2=C3C=C(NC4=NC(C)(C)CO4)C=CC3=NC=N2)=CC=C1OC1=CC2=NC=NN2C=C1
Metaxalone,Approved Name,DTXSID3023269,Metaxalone,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1
GEMFIBROZIL,Approved Name,DTXSID0020652,Gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
CELECOXIB,Approved Name,DTXSID0022777,Celecoxib,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
Phentolamine Mesylate,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID4023462,Phentolamine,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1
TOLAZAMIDE,Approved Name,DTXSID3021358,Tolazamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
NUZYRA,Synonym,DTXSID501027686,Omadacycline tosylate,CC1=CC=C(C=C1)S(O)(=O)=O.[H][C@@]12CC3=C(C=C(CNCC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C
CAPLYTA,Expert Validated Synonym,DTXSID701026210,Lumateperone tosylate,CC1=CC=C(C=C1)S(O)(=O)=O.[H][C@]12CCN(CCCC(=O)C3=CC=C(F)C=C3)C[C@@]1([H])C1=CC=CC3=C1N2CCN3C
Tolvaptan,Approved Name,DTXSID3048780,Tolvaptan,CC1=CC=CC=C1C(=O)NC1=CC=C(C(=O)N2CCCC(O)C3=C2C=CC(Cl)=C3)C(C)=C1
Viramune,Synonym,DTXSID7031797,Nevirapine,CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1
Nevirapine,Approved Name,DTXSID7031797,Nevirapine,CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1
Bexarotene,Approved Name,DTXSID1040619,Bexarotene,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
stavudine,Approved Name,DTXSID1023819,Stavudine,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
Zidovudine,Expert Validated Synonym,DTXSID8020127,3'-Azido-3'-deoxythymidine,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O
ESBRIET,Synonym,DTXSID4045183,5-methyl-1-phenyl-2(1H)-Pyridone,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
Inrebic,Expert Validated Synonym,DTXSID90239483,Fedratinib,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC(=CC=C1)S(=O)(=O)NC(C)(C)C
EVRYSDI,Synonym,DTXSID701109185,Risdiplam,CC1=CN2N=C(C=C(C)C2=N1)C1=CC(=O)N2C=C(C=CC2=N1)N1CCNC2(CC2)C1
Fomepizole,Synonym from Valid Source,DTXSID3040649,4-Methylpyrazole,CC1=CNN=C1
Glipizide,Approved Name,DTXSID0040676,Glipizide,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
Metronidazole,Approved Name,DTXSID2020892,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O
DAYVIGO,Synonym,DTXSID401027940,Lemborexant,CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=NC=C(F)C=C2)C2=CC=CC(F)=C2)C(C)=N1
Midazolam,Approved Name,DTXSID5023320,Midazolam,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12
Diazoxide,Approved Name,DTXSID7022914,Diazoxide,CC1=NC2=CC=C(Cl)C=C2S(=O)(=O)N1
Triazolam,Approved Name,DTXSID6046763,Triazolam,CC1=NN=C2CN=C(C3=C(Cl)C=CC=C3)C3=C(C=CC(Cl)=C3)N12
Alprazolam,Approved Name,DTXSID4022577,Alprazolam,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12
Indapamide,Approved Name,DTXSID7044633,Indapamide,CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
Metolazone,Approved Name,DTXSID6045167,Metolazone,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O
Ethacrynic acid,Approved Name,DTXSID3025257,Ethacrynic acid,CCC(=C)C(=O)C1=CC=C(OCC(O)=O)C(Cl)=C1Cl
Ramelteon,Approved Name,DTXSID6045951,Ramelteon,CCC(=O)NCC[C@@H]1CCC2=CC=C3OCCC3=C12
Propoxyphene,Approved Name,DTXSID1023524,Propoxyphene,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1
simvastatin,Approved Name,DTXSID0023581,Simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
Itraconazole,Approved Name,DTXSID3023180,Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Aptivus,Synonym,DTXSID6048622,Tipranavir,CCC[C@@]1(CCC2=CC=CC=C2)CC(O)=C([C@H](CC)C2=CC=CC(NS(=O)(=O)C3=CC=C(C=N3)C(F)(F)F)=C2)C(=O)O1
LINCOMYCIN,Approved Name,DTXSID3023215,Lincomycin,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
Clindamycin,Approved Name,DTXSID2022836,Clindamycin,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
Primidone,Approved Name,DTXSID7023510,Primidone,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
ETHOSUXIMIDE,Approved Name,DTXSID7023019,Ethosuximide,CCC1(C)CC(=O)NC1=O
GLIMEPIRIDE,Approved Name,DTXSID5040675,Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
Vinorelbine,Approved Name,DTXSID8040640,Vinorelbine,CCC1=C[C@@H]2C[N@](C1)CC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC
Etodolac,Approved Name,DTXSID9020615,Etodolac,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O
PIOGLITAZONE,Approved Name,DTXSID3037129,Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
Pioglitazone,Approved Name,DTXSID3037129,Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
Pyrimethamine,Approved Name,DTXSID9021217,Pyrimethamine,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1
Trecator,Synonym from Valid Source,DTXSID0020577,Ethionamide,CCC1=NC=CC(=C1)C(N)=S
Cleviprex,Synonym,DTXSID6057661,Clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC
Carisoprodol,Approved Name,DTXSID8024733,Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
Meprobamate,Approved Name,DTXSID3023261,Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
valproic acid,Approved Name,DTXSID6023733,Valproic acid,CCCC(CCC)C(O)=O
Propylthiouracil,Synonym from Valid Source,DTXSID5021209,6-Propyl-2-thiouracil,CCCC1=CC(=O)NC(=S)N1
olmesartan medoxomil,Approved Name,DTXSID9045924,Olmesartan medoxomil,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=O)OCC1=C(C)OC(=O)O1)C(C)(C)O
Telmisartan,Approved Name,DTXSID8023636,Telmisartan,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
Sildenafil,Approved Name,DTXSID6023579,Sildenafil,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1
Valsartan,Approved Name,DTXSID6023735,Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)[C@@H](C(C)C)C(O)=O
Misoprostol,Approved Name,DTXSID7020897,Misoprostol,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
Lubiprostone,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID5048639,"(11alpha)-16,16-Difluoro-11-hydroxy-9,15-dioxoprostan-1-oic acid",CCCCC(F)(F)C(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
epoprostenol,Approved Name,DTXSID5022988,Epoprostenol,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2O\C(C[C@H]12)=C/CCCC(O)=O
PROSTIN VR PEDIATRIC,Synonym from Valid Source,DTXSID9022578,Alprostadil,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
Irbesartan,Approved Name,DTXSID0023169,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1
Epidiolex,Synonym,DTXSID00871959,Cannabidiol,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1
Cerdelga,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID20964175,"N-[(1R,2R)-2-(2,3-Dihydro-1,4-benzodioxin-6-yl)-2-hydroxy-1-(1-pyrrolidinylmethyl)ethyl]octanamide",CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC2=C(OCCO2)C=C1
Nandrolone Decanoate,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID7023352,Nandrolone decanoate,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
Haloperidol Decanoate,Approved Name,DTXSID50224951,Haloperidol decanoate,CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
FLUPHENAZINE DECANOATE,Approved Name,DTXSID7023069,Fluphenazine decanoate,CCCCCCCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
Xenical,Synonym,DTXSID8023395,Orlistat,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
Saxenda,Synonym,DTXSID60174433,Liraglutide,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC1=CN=CN1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O
AQUASOL A,Synonym from Valid Source,DTXSID1021241,Retinol palmitate,CCCCCCCCCCCCCCCC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C
Erythrocin Stearate,Synonym,DTXSID0020571,Erythromycin stearate,CCCCCCCCCCCCCCCCCC([O-])=O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
IMPAVIDO,Synonym,DTXSID7045942,Miltefosine,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C
Asclera,Synonym,DTXSID5039721,Polyoxyethylene (9) lauryl ether,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
CAPECITABINE,Approved Name,DTXSID3046451,Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
Miglustat,Approved Name,DTXSID6045618,Miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
Bumetanide,Approved Name,DTXSID5022699,Bumetanide,CCCCNC1=CC(=CC(=C1OC1=CC=CC=C1)S(N)(=O)=O)C(O)=O
BENZONATATE,Approved Name,DTXSID9022655,Benzonatate,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
Probenecid,Approved Name,DTXSID9021188,Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
Propafenone,Approved Name,DTXSID9045184,Propafenone,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1
OPSUMIT,Synonym,DTXSID50196063,Macitentan,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1
ZELBORAF,Synonym,DTXSID50238710,Vemurafenib,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=C2C=C(C=N3)C2=CC=C(Cl)C=C2)=C(F)C=C1
Albendazole,Approved Name,DTXSID0022563,Albendazole,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1
BRILINTA,Expert Validated Synonym,DTXSID901009337,Ticagrelor,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=N1
zaleplon,Approved Name,DTXSID5023748,Zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
Fetzima,Synonym,DTXSID701025167,Levomilnacipran,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
Entacapone,Approved Name,DTXSID5046439,Entacapone,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
Disulfiram,Expert Validated Synonym,DTXSID1021322,Tetraethylthiuram disulfide,CCN(CC)C(=S)SSC(=S)N(CC)CC
Metoclopramide,Approved Name,DTXSID6045169,Metoclopramide,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC
Novocaine,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID7045021,Procaine,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
PENICILLIN G PROCAINE,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID30883227,Benzylpenicillin procaine,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O
QINLOCK,Synonym,DTXSID201027956,Ripretinib,CCN1C(=O)C(=CC2=CN=C(NC)C=C12)C1=C(Br)C=C(F)C(NC(=O)NC2=CC=CC=C2)=C1
