INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
MIGLUSTAT,Approved Name,DTXSID6045618,Miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
RANOLAZINE,Approved Name,DTXSID3045196,Ranolazine,COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1
BEXAROTENE,Approved Name,DTXSID1040619,Bexarotene,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
TICLOPIDINE HYDROCHLORIDE,Approved Name,DTXSID80202141,Ticlopidine hydrochloride,Cl.ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
BICALUTAMIDE,Approved Name,DTXSID2022678,Bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
ATORVASTATIN,Approved Name,DTXSID8029868,Atorvastatin,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
MIRTAZAPINE,Approved Name,DTXSID0023325,Mirtazapine,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
SEVELAMER CARBONATE,Approved Name,DTXSID001026633,Sevelamer carbonate,N/A
CHLORPROMAZINE HYDROCHLORIDE,Approved Name,DTXSID7024827,Chlorpromazine hydrochloride,Cl.CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2
LACTULOSE,Approved Name,DTXSID5045833,Lactulose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
NAPROXEN SODIUM,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID7045576,Naproxen sodium,[Na+].COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C([O-])=O
NAPROXEN SODIUM,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID4040686,Naproxen,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O
NORETHINDRONE ACETATE,Approved Name,DTXSID4023381,Norethindrone acetate,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
PREDNISOLONE,Approved Name,DTXSID9021184,Prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
TRAMADOL HYDROCHLORIDE,Approved Name,DTXSID7023691,Tramadol hydrochloride,Cl.COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C
LOVASTATIN,Approved Name,DTXSID5020784,Lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
fluoxymesterone,Expert Validated Synonym,DTXSID8033512,Fluoxymestrone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
RIVASTIGMINE TARTRATE,Approved Name,DTXSID8047840,Rivastigmine tartrate,O[C@@H]([C@H](O)C(O)=O)C(O)=O.CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)N(C)C
MEPROBAMATE,Approved Name,DTXSID3023261,Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
CAPTOPRIL,Approved Name,DTXSID1037197,Captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
FLAVOXATE HYDROCHLORIDE,Approved Name,DTXSID1047784,Flavoxate hydrochloride,Cl.CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1
METHAMPHETAMINE HYDROCHLORIDE,Synonym,DTXSID8048864,S-(+)-Methamphetamine hydrochloride,Cl.CN[C@@H](C)CC1=CC=CC=C1
CEFIXIME,Approved Name,DTXSID7022754,Cefixime,NC1=NC(=CS1)C(=N\OCC(O)=O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
CYCLOSERINE,Approved Name,DTXSID8022870,Cycloserine,N[C@@H]1CONC1=O
MECLOFENAMATE SODIUM,Synonym,DTXSID8045567,"Sodium 2-((2,6-dichloro-3-methylphenyl)amino)benzoate",[Na+].CC1=CC=C(Cl)C(NC2=C(C=CC=C2)C([O-])=O)=C1Cl
FOLIC ACID,Approved Name,DTXSID0022519,Folic acid,NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2
NITROFURANTOIN,Approved Name,DTXSID7020972,Nitrofurantoin,[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O
MYCOPHENOLATE MOFETIL,Approved Name,DTXSID3023340,Mycophenolate mofetil,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(=O)OCCN1CCOCC1
KETOPROFEN,Approved Name,DTXSID6020771,Ketoprofen,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
DULOXETINE HYDROCHLORIDE,Approved Name,DTXSID9046443,Duloxetine hydrochloride,Cl.CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1
RAMELTEON,Approved Name,DTXSID6045951,Ramelteon,CCC(=O)NCC[C@@H]1CCC2=CC=C3OCCC3=C12
FLUCONAZOLE,Approved Name,DTXSID3020627,Fluconazole,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
CYCLOPHOSPHAMIDE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID5020364,Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1
CYCLOPHOSPHAMIDE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID6024888,Cyclophosphamide monohydrate,O.ClCCN(CCCl)P1(=O)NCCCO1
IMATINIB MESYLATE,Approved Name,DTXSID9040502,Imatinib mesylate,CS(O)(=O)=O.CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)C=C2)CC1
IVERMECTIN,Approved Name,DTXSID7040235,Ivermectin,N/A
RANITIDINE,Approved Name,DTXSID8045191,Ranitidine,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O
CORTISONE ACETATE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID0022858,Cortisone acetate,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
CORTISONE ACETATE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID5022857,Cortisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
AMLODIPINE BESYLATE,Approved Name,DTXSID2043909,Amlodipine besylate,OS(=O)(=O)C1=CC=CC=C1.CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
PAROMOMYCIN SULFATE,Approved Name,DTXSID5047829,Paromomycin sulfate,N/A
ROSUVASTATIN CALCIUM,Approved Name,DTXSID9045928,Rosuvastatin calcium,[Ca++].CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1.CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1
PALIPERIDONE,Approved Name,DTXSID7049059,Paliperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCCC(O)C2=N1
ARIPIPRAZOLE,Approved Name,DTXSID3046083,Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl
VARENICLINE TARTRATE,Approved Name,DTXSID0049072,Varenicline tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.C1[C@H]2CNC[C@@H]1C1=CC3=C(C=C21)N=CC=N3
VALSARTAN,Approved Name,DTXSID6023735,Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)[C@@H](C(C)C)C(O)=O
AMOXICILLIN,Approved Name,DTXSID3037044,Amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
CIMETIDINE,Approved Name,DTXSID4020329,Cimetidine,CNC(NCCSCC1=C(C)NC=N1)=NC#N
DEXAMETHASONE,Approved Name,DTXSID3020384,Dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
AMILORIDE HYDROCHLORIDE ANHYDROUS,Synonym,DTXSID2024452,Amiloride hydrochloride,Cl.NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N
FUROSEMIDE,Approved Name,DTXSID6020648,Furosemide,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
LETROZOLE,Expert Validated Synonym,DTXSID4023202,"4,4'-(1H-1,2,4-Triazol-1-ylmethylene)dibenzonitrile",N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
RILUZOLE,Expert Validated Synonym,DTXSID3045192,6-(Trifluoromethoxy)-2-Benzothiazolamine,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
Dronabinol,Synonym from Valid Source,DTXSID6021327,Tetrahydrocannabinol,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21
OXANDROLONE,Approved Name,DTXSID8023399,Oxandrolone,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C
FOSFOMYCIN TROMETHAMINE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
TAMOXIFEN CITRATE,Approved Name,DTXSID8021301,Tamoxifen citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
VENLAFAXINE HYDROCHLORIDE,Approved Name,DTXSID8047397,Venlafaxine hydrochloride,Cl.COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
DIFLUNISAL,Approved Name,DTXSID5022932,Diflunisal,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1
LORATADINE,Approved Name,DTXSID2023224,Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
METFORMIN HYDROCHLORIDE,Approved Name,DTXSID9037246,Metformin hydrochloride,Cl.CN(C)C(=N)NC(N)=N
LOPERAMIDE HYDROCHLORIDE,Expert Validated Synonym,DTXSID00880006,"4-(4-Chlorophenyl)-4-hydroxy-N,N-dimethyl-alpha,alpha-diphenylpiperidine-1-butyramide monohydrochloride",Cl.CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
FLUTAMIDE,Approved Name,DTXSID7032004,Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
HYDROXYZINE DIHYDROCHLORIDE,Approved Name,DTXSID2040737,Hydroxyzine dihydrochloride,Cl.Cl.OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
LUBIPROSTONE,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID5048639,"(11alpha)-16,16-Difluoro-11-hydroxy-9,15-dioxoprostan-1-oic acid",CCCCC(F)(F)C(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
LUBIPROSTONE,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID80861338,Amitiza,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC
FLURAZEPAM HYDROCHLORIDE,Synonym,DTXSID40189686,Flurazepam monohydrochloride,Cl.CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
ALFUZOSIN HYDROCHLORIDE,Approved Name,DTXSID3045514,Alfuzosin hydrochloride,Cl.COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
TADALAFIL,Approved Name,DTXSID9046786,Tadalafil,CN1CC(=O)N2[C@H](CC3=C(NC4=C3C=CC=C4)[C@H]2C2=CC=C3OCOC3=C2)C1=O
DIGOXIN,Approved Name,DTXSID5022934,Digoxin,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
THIOTHIXENE,Approved Name,DTXSID6023658,Thiothixene,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3C2=CCCN2CCN(C)CC2)C=C1
URSODIOL,Expert Validated Synonym,DTXSID6023731,Ursodeoxycholic acid,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C
PROPYLTHIOURACIL,Synonym from Valid Source,DTXSID5021209,6-Propyl-2-thiouracil,CCCC1=CC(=O)NC(=S)N1
vancomycin hydrochloride,Approved Name,DTXSID3045354,Vancomycin hydrochloride,N/A
SELEGILINE HYDROCHLORIDE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID9044584,Selegiline hydrochloride,Cl.C[C@H](CC1=CC=CC=C1)N(C)CC#C
SELEGILINE HYDROCHLORIDE,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID90904745,Deprenyl hydrochloride,Cl.CC(CC1=CC=CC=C1)N(C)CC#C
TRIFLUOPERAZINE HYDROCHLORIDE,Synonym,DTXSID1045085,Trifluoperazine dihydrochloride,Cl.Cl.CN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1
OLMESARTAN MEDOXOMIL,Approved Name,DTXSID9045924,Olmesartan medoxomil,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=O)OCC1=C(C)OC(=O)O1)C(C)(C)O
GLIMEPIRIDE,Approved Name,DTXSID5040675,Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
OXAZEPAM,Approved Name,DTXSID1021087,Oxazepam,OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O
LEVOFLOXACIN,Approved Name,DTXSID0041060,Levofloxacin,C[C@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O
TRAZODONE HYDROCHLORIDE,Approved Name,DTXSID8044626,Trazodone hydrochloride,Cl.ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1
CEFDINIR MONOHYDRATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
CHLOROQUINE PHOSPHATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
AMPHETAMINE SULFATE,Approved Name,DTXSID4020082,Amphetamine sulfate,OS(O)(=O)=O.CC(N)CC1=CC=CC=C1.CC(N)CC1=CC=CC=C1
GABAPENTIN,Approved Name,DTXSID0020074,Gabapentin,NCC1(CC(O)=O)CCCCC1
Tizanidine,Approved Name,DTXSID9023679,Tizanidine,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
CEFACLOR,Approved Name,DTXSID3022748,Cefaclor,[H][C@]12SCC(Cl)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
EPLERENONE,Approved Name,DTXSID2046094,Eplerenone,[H][C@@]12C[C@@]3(C)[C@@]([H])(CC[C@@]33CCC(=O)O3)[C@]3([H])[C@@H](CC4=CC(=O)CC[C@]4(C)[C@@]13O2)C(=O)OC
PHENDIMETRAZINE TARTRATE,Approved Name,DTXSID70198165,Phendimetrazine tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1
PROPAFENONE,Approved Name,DTXSID9045184,Propafenone,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1
PANTOPRAZOLE SODIUM,Approved Name,DTXSID7044215,Pantoprazole sodium,[Na+].COC1=C(OC)C(CS(=O)C2=NC3=C([N-]2)C=CC(OC(F)F)=C3)=NC=C1
CAPECITABINE,Approved Name,DTXSID3046451,Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
ALVIMOPAN,Approved Name,DTXSID60166035,Alvimopan,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1
PARICALCITOL,Approved Name,DTXSID4048640,Paricalcitol,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1
REPAGLINIDE,Approved Name,DTXSID3023552,Repaglinide,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=C(C=CC=C2)N2CCCCC2)=C1)C(O)=O
POTASSIUM CHLORIDE,Approved Name,DTXSID5021178,Potassium chloride,[Cl-].[K+]
CETIRIZINE HYDROCHLORIDE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PRAZIQUANTEL,Approved Name,DTXSID9021182,Praziquantel,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1
DIVALPROEX SODIUM,Synonym from Valid Source,DTXSID70227388,Divalproex sodium [USAN:USP],[Na+].CCCC(CCC)C(O)=O.CCCC(CCC)C([O-])=O
CLORAZEPATE DIPOTASSIUM,Synonym,DTXSID20972578,"Potassium 7-chloro-2-oxido-5-phenyl-3H-1,4-benzodiazepine-3-carboxylate--water (2/1/1)",O.[K+].[K+].[O-]C(=O)C1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N=C1[O-]
ALLOPURINOL,Approved Name,DTXSID4022573,Allopurinol,O=C1N=CNC2=C1C=NN2
PHENYTOIN,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID2023775,Diphenylhydantoin sodium,[Na+].O=C1NC(C(=O)[N-]1)(C1=CC=CC=C1)C1=CC=CC=C1
PHENYTOIN,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID8020541,"5,5-Diphenylhydantoin",O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
WARFARIN SODIUM,Expert Validated Synonym,DTXSID7035010,Sodium warfarin,[Na+].CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O
VALPROIC ACID,Approved Name,DTXSID6023733,Valproic acid,CCCC(CCC)C(O)=O
MEXILETINE HYDROCHLORIDE,Synonym,DTXSID2045783,"1-Methyl-2-(2,6-xylyloxy)ethylammonium chloride",Cl.CC(N)COC1=C(C)C=CC=C1C
MEFLOQUINE HYDROCHLORIDE,Approved Name,DTXSID1047819,Mefloquine hydrochloride,Cl.[H][C@@]1(CCCCN1)[C@@H](O)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
OXYMORPHONE HYDROCHLORIDE,Synonym,DTXSID10189214,Oxymorphone hydrochloride [USP],Cl.CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35
LEVONORGESTREL,Approved Name,DTXSID3036496,Levonorgestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
ESCITALOPRAM OXALATE,Approved Name,DTXSID1046003,Escitalopram oxalate,OC(=O)C(O)=O.CN(C)CCC[C@]1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1
TOLTERODINE TARTRATE,Expert Validated Synonym,DTXSID80924972,(R)-Tolterodine L-tartrate,[H][C@](O)(C(O)=O)[C@@]([H])(O)C(O)=O.CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
CEPHALEXIN ANHYDROUS,Synonym,DTXSID9022780,Cephalexin,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O
ETHOSUXIMIDE,Approved Name,DTXSID7023019,Ethosuximide,CCC1(C)CC(=O)NC1=O
FAMOTIDINE,Approved Name,DTXSID5023039,Famotidine,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
CLONAZEPAM,Approved Name,DTXSID1022845,Clonazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
BENZONATATE,Approved Name,DTXSID9022655,Benzonatate,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
VARDENAFIL HYDROCHLORIDE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
FLUVOXAMINE MALEATE,Approved Name,DTXSID3042558,Fluvoxamine maleate,OC(=O)\C=C/C(O)=O.COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F
CARGLUMIC ACID,Synonym,DTXSID7046706,N-Carbamyl-L-glutamic acid,NC(=O)N[C@@H](CCC(O)=O)C(O)=O
FLURBIPROFEN,Approved Name,DTXSID0037231,Flurbiprofen,CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1
AZITHROMYCIN DIHYDRATE,Approved Name,DTXSID80922539,Azithromycin dihydrate,O.O.[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C
AMINOSALICYLIC ACID,Integrated Source Name,DTXSID2022591,p-Aminosalicylic acid,NC1=CC=C(C(O)=O)C(O)=C1
MIDODRINE HYDROCHLORIDE,Approved Name,DTXSID1047493,Midodrine hydrochloride,Cl.COC1=CC=C(OC)C(=C1)C(O)CNC(=O)CN
ENTECAVIR,Approved Name,DTXSID4046446,Entecavir,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)C2=C)C(=O)N1
MINOXIDIL,Approved Name,DTXSID9040685,Minoxidil,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
ACAMPROSATE CALCIUM,Expert Validated Synonym,DTXSID6047529,"1-Propanesulfonic acid, 3-(acetylamino)-, calcium salt (2:1)",[Ca++].CC(=O)NCCCS([O-])(=O)=O.CC(=O)NCCCS([O-])(=O)=O
NAPROXEN,Approved Name,DTXSID4040686,Naproxen,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O
ATOMOXETINE HYDROCHLORIDE,Approved Name,DTXSID2044266,Atomoxetine hydrochloride,Cl.CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1
NIMODIPINE,Approved Name,DTXSID5023370,Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
FINASTERIDE,Approved Name,DTXSID3020625,Finasteride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
METHYLDOPA,Synonym,DTXSID5023295,(-)-Methyldopa,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O
PREGABALIN,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID1045950,Pregabalin,CC(C)C[C@H](CN)CC(O)=O
PREGABALIN,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID20861392,3-(Aminomethyl)-5-methylhexanoic acid,CC(C)CC(CN)CC(O)=O
METHIMAZOLE,Approved Name,DTXSID4020820,Methimazole,CN1C=CNC1=S
ATENOLOL,Approved Name,DTXSID2022628,Atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
THIORIDAZINE HYDROCHLORIDE,Approved Name,DTXSID9049401,Thioridazine hydrochloride,Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1
CEFPROZIL,Approved Name,DTXSID6022767,Cefprozil,[H][C@]12SCC(C=CC)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
ESTRADIOL,Expert Validated Synonym,DTXSID0020573,17beta-Estradiol,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H]
MESALAMINE,Synonym from Valid Source,DTXSID5024506,5-Aminosalicylic acid,NC1=CC=C(O)C(=C1)C(O)=O
VALGANCICLOVIR HYDROCHLORIDE,Approved Name,DTXSID9046784,Valganciclovir hydrochloride,Cl.CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O
ATAZANAVIR SULFATE,Approved Name,DTXSID401017206,Atazanavir sulfate,OS(O)(=O)=O.COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=NC=CC=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
DICLOXACILLIN SODIUM,Approved Name,DTXSID60187861,Dicloxacillin sodium,[Na+].CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C([O-])=O)C(=NO1)C1=C(Cl)C=CC=C1Cl
PROGESTERONE,Approved Name,DTXSID3022370,Progesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
RALOXIFENE HYDROCHLORIDE,Approved Name,DTXSID1034181,Raloxifene hydrochloride,Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1
KETOROLAC TROMETHAMINE,Approved Name,DTXSID0045597,Ketorolac tromethamine,NC(CO)(CO)CO.OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
CHOLINE FENOFIBRATE,Approved Name,DTXSID50234939,Choline fenofibrate,C[N+](C)(C)CCO.CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C([O-])=O
CIPROFLOXACIN HYDROCHLORIDE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID00273974,Ciprofloxacin hydrochloride hydrate (1:1:1),O.Cl.OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
